,source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents
73,GO:BP,GO:0031573,intra-S DNA damage checkpoint,0.022672127129832728,True,"""A mitotic cell cycle checkpoint that slows DNA synthesis in response to DNA damage by the prevention of new origin firing and the stabilization of slow replication fork progression."" [GOC:vw]",8,4316,8,13824,0.0018535681186283596,1.0,fastevol,['GO:0044773']
74,KEGG,KEGG:00563,Glycosylphosphatidylinositol (GPI)-anchor biosynthesis,0.022759366073612192,True,Glycosylphosphatidylinositol (GPI)-anchor biosynthesis,24,4316,16,13824,0.0037071362372567192,0.6666666666666666,fastevol,['KEGG:00000']
75,GO:BP,GO:0022613,ribonucleoprotein complex biogenesis,0.02552807831839982,True,"""A cellular process that results in the biosynthesis of constituent macromolecules, assembly, and arrangement of constituent parts of a complex containing RNA and proteins. Includes the biosynthesis of the constituent RNA and protein molecules, and those macromolecular modifications that are involved in synthesis or assembly of the ribonucleoprotein complex."" [GOC:isa_complete, GOC:mah]",330,4316,135,13824,0.031278962001853566,0.4090909090909091,fastevol,['GO:0044085']
76,GO:CC,GO:0043228,non-membrane-bounded organelle,0.026378618491101156,True,"""Organized structure of distinctive morphology and function, not bounded by a lipid bilayer membrane. Includes ribosomes, the cytoskeleton and chromosomes."" [GOC:go_curators]",1798,4316,618,13824,0.14318813716404077,0.3437152391546162,fastevol,['GO:0043226']
77,GO:CC,GO:0043232,intracellular non-membrane-bounded organelle,0.026378618491101156,True,"""Organized structure of distinctive morphology and function, not bounded by a lipid bilayer membrane and occurring within the cell. Includes ribosomes, the cytoskeleton and chromosomes."" [GOC:go_curators]",1798,4316,618,13824,0.14318813716404077,0.3437152391546162,fastevol,"['GO:0005622', 'GO:0043228', 'GO:0043229']"
78,GO:BP,GO:0050658,RNA transport,0.028116006588578754,True,"""The directed movement of RNA, ribonucleic acids, into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:ai]",125,4316,59,13824,0.013670064874884152,0.472,fastevol,"['GO:0050657', 'GO:0051236']"
79,GO:BP,GO:0050657,nucleic acid transport,0.028116006588578754,True,"""The directed movement of nucleic acids, single or double-stranded polynucleotides involved in the storage, transmission and transfer of genetic information, into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:ai, ISBN:0198506732]",125,4316,59,13824,0.013670064874884152,0.472,fastevol,['GO:0015931']
80,GO:CC,GO:0005746,mitochondrial respirasome,0.03016210555503352,True,"""The protein complexes that form the mitochondrial electron transport system (the respiratory chain), associated with the inner mitochondrial membrane. The respiratory chain complexes transfer electrons from an electron donor to an electron acceptor and are associated with a proton pump to create a transmembrane electrochemical gradient."" [GOC:curators, GOC:ecd, ISBN:0198547684]",82,4316,39,13824,0.009036144578313253,0.47560975609756095,fastevol,"['GO:0005743', 'GO:0070469']"
81,GO:CC,GO:0032991,protein-containing complex,0.03016210555503352,True,"""A stable assembly of two or more macromolecules, i.e. proteins, nucleic acids, carbohydrates or lipids, in which at least one component is a protein and the constituent parts function together."" [GOC:dos, GOC:mah]",2914,4316,977,13824,0.22636700648748842,0.3352779684282773,fastevol,['GO:0005575']
82,WP,WP:WP269,Heme Biosynthesis,0.03257908183043473,True,Heme Biosynthesis,5,4316,5,13824,0.0011584800741427247,1.0,fastevol,['WP:000000']
83,GO:CC,GO:0070469,respirasome,0.033064769154153205,True,"""The protein complexes that form the electron transport system (the respiratory chain), associated with a cell membrane, usually the plasma membrane (in prokaryotes) or the inner mitochondrial membrane (on eukaryotes). The respiratory chain complexes transfer electrons from an electron donor to an electron acceptor and are associated with a proton pump to create a transmembrane electrochemical gradient."" [GOC:ecd, GOC:mah, ISBN:0198547684, Wikipedia:Respirasome]",85,4316,40,13824,0.009267840593141797,0.47058823529411764,fastevol,"['GO:0016020', 'GO:0110165']"
84,GO:BP,GO:0006364,rRNA processing,0.0347969478881509,True,"""Any process involved in the conversion of a primary ribosomal RNA (rRNA) transcript into one or more mature rRNA molecules."" [GOC:curators]",155,4316,70,13824,0.016218721037998145,0.45161290322580644,fastevol,"['GO:0016072', 'GO:0034470', 'GO:0042254']"
85,GO:BP,GO:0031503,protein-containing complex localization,0.0347969478881509,True,"""A localization process that acts on a protein complex; the complex is transported to, or maintained in, a specific location."" [GOC:mah]",98,4316,48,13824,0.011121408711770158,0.4897959183673469,fastevol,['GO:0008104']
86,GO:BP,GO:0033617,mitochondrial cytochrome c oxidase assembly,0.0347969478881509,True,"""The aggregation, arrangement and bonding together of a set of components to form respiratory chain complex IV (also known as cytochrome c oxidase) in the mitochondrial inner membrane."" [GOC:mah]",19,4316,14,13824,0.003243744207599629,0.7368421052631579,fastevol,"['GO:0008535', 'GO:0033108']"
87,GO:CC,GO:0030687,"preribosome, large subunit precursor",0.03577167960988974,True,"""A preribosomal complex consisting of 27SA, 27SB, and/or 7S pre-rRNA, 5S rRNA, ribosomal proteins including late-associating large subunit proteins, and associated proteins; a precursor of the eukaryotic cytoplasmic large ribosomal subunit."" [PMID:10567516]",22,4316,14,13824,0.003243744207599629,0.6363636363636364,fastevol,['GO:0030684']
88,GO:CC,GO:0008250,oligosaccharyltransferase complex,0.04217373064594145,True,"""A protein complex that is found in the endoplasmic reticulum membrane of eukaryotes and transfers lipid-linked oligosaccharide precursor to asparagine residues on nascent proteins. In yeast, the complex includes at least nine different subunits, whereas in mammalian cells at least three different forms of the complex have been detected."" [ISBN:0879695595, PMID:15835887]",10,4316,8,13824,0.0018535681186283596,0.8,fastevol,"['GO:0005789', 'GO:0098796', 'GO:0140534', 'GO:1990234']"
89,GO:CC,GO:0035363,histone locus body,0.04217373064594145,True,"""A nuclear body associated with the histone gene locus that is thought to contain all of the factors necessary for histone mRNA transcription and pre-mRNA processing. In Drosophila, U7 snRNP is located in the histone locus body rather than the distinct Cajal body."" [GOC:sart, PMID:16533947, PMID:18927579, PMID:19620235]",10,4316,8,13824,0.0018535681186283596,0.8,fastevol,['GO:0016604']
