,source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents
86,GO:CC,GO:0043005,neuron projection,1.7398083941364818e-06,True,"""A prolongation or process extending from a nerve cell, e.g. an axon or dendrite."" [GOC:jl, http://www.cogsci.princeton.edu/~wn/]",514,1519,28,11919,0.018433179723502304,0.054474708171206226,sing,['GO:0120025']
87,GO:MF,GO:0004672,protein kinase activity,3.0128433066323575e-06,True,"""Catalysis of the phosphorylation of an amino acid residue in a protein, usually according to the reaction: a protein + ATP = a phosphoprotein + ADP."" [MetaCyc:PROTEIN-KINASE-RXN]",252,1310,6,11762,0.004580152671755725,0.023809523809523808,sing,"['GO:0016301', 'GO:0016773', 'GO:0140096']"
88,GO:BP,GO:0007166,cell surface receptor signaling pathway,3.264209729615177e-06,True,"""A series of molecular signals initiated by activation of a receptor on the surface of a cell. The pathway begins with binding of an extracellular ligand to a cell surface receptor, or for receptors that signal in the absence of a ligand, by ligand-withdrawal or the activity of a constitutively active receptor. The pathway ends with regulation of a downstream cellular process, e.g. transcription."" [GOC:bf, GOC:mah, GOC:pr, GOC:signaling]",808,1437,52,11798,0.03618649965205289,0.06435643564356436,sing,['GO:0007165']
89,GO:MF,GO:0022890,inorganic cation transmembrane transporter activity,3.3111447429684384e-06,True,"""Enables the transfer of inorganic cations from one side of a membrane to the other. Inorganic cations are atoms or small molecules with a positive charge that do not contain carbon in covalent linkage."" [GOC:ai, GOC:mtg_transport, ISBN:0815340729]",358,1310,13,11762,0.009923664122137405,0.036312849162011177,sing,"['GO:0008324', 'GO:0015318']"
90,GO:BP,GO:0019538,protein metabolic process,4.052416143929921e-06,True,"""The chemical reactions and pathways involving a protein. Includes protein modification."" [GOC:ma]",2791,1437,259,11798,0.1802366040361865,0.09279828018631316,sing,"['GO:0043170', 'GO:0044238', 'GO:1901564']"
91,GO:BP,GO:0042335,cuticle development,4.171350409752362e-06,True,"""The chemical reactions and pathways resulting in the formation of a cuticle, the outer layer of some animals and plants, which acts to prevent water loss."" [ISBN:0192800825]",262,1437,7,11798,0.0048712595685455815,0.026717557251908396,sing,"['GO:0007275', 'GO:0048856']"
92,GO:MF,GO:0000987,cis-regulatory region sequence-specific DNA binding,4.600426495586852e-06,True,"""Interacting selectively and non-covalently with a specific upstream regulatory DNA sequence (transcription factor recognition sequence or binding site) located in cis relative to the transcription start site (i.e., on the same strand of DNA) of a gene transcribed by some RNA polymerase. The proximal promoter is in cis with and relatively close to the core promoter."" [GOC:txnOH-2018]",310,1310,10,11762,0.007633587786259542,0.03225806451612903,sing,['GO:0000976']
93,GO:MF,GO:0022836,gated channel activity,4.816414606112151e-06,True,"""Enables the transmembrane transfer of a solute by a channel that opens in response to a specific stimulus."" [GOC:mtg_transport]",194,1310,3,11762,0.0022900763358778627,0.015463917525773196,sing,['GO:0015267']
94,GO:MF,GO:0003924,GTPase activity,5.264682077888949e-06,True,"""Catalysis of the reaction: GTP + H2O = GDP + phosphate."" [ISBN:0198547684, PMID:26832457, PMID:27218782]",152,1310,1,11762,0.0007633587786259542,0.006578947368421052,sing,['GO:0017111']
95,GO:MF,GO:0046873,metal ion transmembrane transporter activity,5.91464958198093e-06,True,"""Enables the transfer of metal ions from one side of a membrane to the other."" [GOC:ai]",210,1310,4,11762,0.0030534351145038168,0.01904761904761905,sing,['GO:0022890']
96,GO:MF,GO:0003677,DNA binding,5.951376578719348e-06,True,"""Any molecular function by which a gene product interacts selectively and non-covalently with DNA (deoxyribonucleic acid)."" [GOC:dph, GOC:jl, GOC:tb, GOC:vw]",1140,1310,79,11762,0.06030534351145038,0.06929824561403508,sing,['GO:0003676']
97,GO:BP,GO:0015672,monovalent inorganic cation transport,6.14576863874937e-06,True,"""The directed movement of inorganic cations with a valency of one into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. Inorganic cations are atoms or small molecules with a positive charge which do not contain carbon in covalent linkage."" [GOC:ai]",258,1437,7,11798,0.0048712595685455815,0.027131782945736434,sing,['GO:0006812']
98,GO:MF,GO:0015291,secondary active transmembrane transporter activity,9.890067735134613e-06,True,"""Enables the transfer of a solute from one side of a membrane to the other, up its concentration gradient. The transporter binds the solute and undergoes a series of conformational changes. Transport works equally well in either direction and is driven by a chemiosmotic source of energy, not direct ATP coupling. Secondary active transporters include symporters and antiporters."" [GOC:mtg_transport, ISBN:0198506732, ISBN:0815340729, PMID:10839820]",146,1310,1,11762,0.0007633587786259542,0.00684931506849315,sing,['GO:0022804']
99,GO:CC,GO:0005615,extracellular space,1.0966322877431475e-05,True,"""That part of a multicellular organism outside the cells proper, usually taken to be outside the plasma membranes, and occupied by fluid."" [ISBN:0198547684]",775,1519,55,11919,0.03620803159973667,0.07096774193548387,sing,"['GO:0005576', 'GO:0110165']"
100,GO:MF,GO:0015077,monovalent inorganic cation transmembrane transporter activity,1.2305832057711474e-05,True,"""Enables the transfer of a inorganic cations with a valency of one from one side of a membrane to the other. Inorganic cations are atoms or small molecules with a positive charge that do not contain carbon in covalent linkage."" [GOC:ai, GOC:mtg_transport, ISBN:0815340729]",252,1310,7,11762,0.0053435114503816794,0.027777777777777776,sing,['GO:0022890']
101,GO:BP,GO:0098656,anion transmembrane transport,1.364761603430694e-05,True,"""The process in which an anion is transported across a membrane."" [GOC:dos, GOC:vw]",235,1437,6,11798,0.0041753653444676405,0.02553191489361702,sing,"['GO:0006820', 'GO:0034220']"
102,GO:BP,GO:0050907,detection of chemical stimulus involved in sensory perception,1.69289117248494e-05,True,"""The series of events in which a chemical stimulus is received and converted into a molecular signal as part of sensory perception."" [GOC:ai, GOC:dos]",146,1437,1,11798,0.0006958942240779402,0.00684931506849315,sing,"['GO:0007606', 'GO:0009593', 'GO:0050906']"
103,GO:BP,GO:0000904,cell morphogenesis involved in differentiation,1.732621354221218e-05,True,"""The change in form (cell shape and size) that occurs when relatively unspecialized cells, e.g. embryonic or regenerative cells, acquire specialized structural and/or functional features that characterize the cells, tissues, or organs of the mature organism or some other relatively stable phase of the organism's life history."" [GOC:go_curators]",503,1437,27,11798,0.018789144050104383,0.0536779324055666,sing,"['GO:0000902', 'GO:0048468']"
104,GO:BP,GO:0000902,cell morphogenesis,1.895395517446733e-05,True,"""The developmental process in which the size or shape of a cell is generated and organized."" [GOC:clt, GOC:dph, GOC:go_curators, GOC:tb]",593,1437,35,11798,0.024356297842727904,0.05902192242833052,sing,['GO:0009653']
105,GO:BP,GO:0048812,neuron projection morphogenesis,2.573555901307963e-05,True,"""The process in which the anatomical structures of a neuron projection are generated and organized. A neuron projection is any process extending from a neural cell, such as axons or dendrites."" [GOC:mah]",462,1437,24,11798,0.016701461377870562,0.05194805194805195,sing,"['GO:0031175', 'GO:0120039']"
106,GO:CC,GO:0098590,plasma membrane region,2.6143417887354336e-05,True,"""A membrane that is a (regional) part of the plasma membrane."" [GOC:dos]",377,1519,19,11919,0.012508229098090849,0.050397877984084884,sing,"['GO:0005886', 'GO:0016020']"
107,GO:BP,GO:0006022,aminoglycan metabolic process,3.0254282809805897e-05,True,"""The chemical reactions and pathways involving aminoglycans, any polymer containing amino groups that consists of more than about 10 monosaccharide residues joined to each other by glycosidic linkages."" [GOC:ai, ISBN:0198506732]",160,1437,2,11798,0.0013917884481558804,0.0125,sing,"['GO:0043170', 'GO:1901135', 'GO:1901564']"
108,GO:BP,GO:0031175,neuron projection development,3.113861923060971e-05,True,"""The process whose specific outcome is the progression of a neuron projection over time, from its formation to the mature structure. A neuron projection is any process extending from a neural cell, such as axons or dendrites (collectively called neurites)."" [GOC:mah]",494,1437,27,11798,0.018789144050104383,0.05465587044534413,sing,"['GO:0048666', 'GO:0120036']"
109,GO:BP,GO:0048666,neuron development,3.113861923060971e-05,True,"""The process whose specific outcome is the progression of a neuron over time, from initial commitment of the cell to a specific fate, to the fully functional differentiated cell."" [GOC:dph]",640,1437,40,11798,0.027835768963117607,0.0625,sing,"['GO:0030182', 'GO:0048468']"
110,GO:BP,GO:0097485,neuron projection guidance,3.37170761739055e-05,True,"""The process in which the migration of a neuron projection is directed to a specific target site in response to a combination of attractive and repulsive cues."" [GOC:BHF, GOC:rl, PMID:22790009]",295,1437,11,11798,0.007654836464857342,0.03728813559322034,sing,"['GO:0006928', 'GO:0006935', 'GO:0048812']"
111,GO:BP,GO:0007275,multicellular organism development,3.4074011726179936e-05,True,"""The biological process whose specific outcome is the progression of a multicellular organism over time from an initial condition (e.g. a zygote or a young adult) to a later condition (e.g. a multicellular animal or an aged adult)."" [GOC:dph, GOC:ems, GOC:isa_complete, GOC:tb]",2606,1437,245,11798,0.17049408489909534,0.09401381427475057,sing,"['GO:0032501', 'GO:0048856']"
112,GO:CC,GO:0016020,membrane,3.51271489331963e-05,True,"""A lipid bilayer along with all the proteins and protein complexes embedded in it an attached to it."" [GOC:dos, GOC:mah, ISBN:0815316194]",4359,1519,470,11919,0.3094140882159315,0.10782289515944024,sing,['GO:0110165']
113,GO:BP,GO:0048667,cell morphogenesis involved in neuron differentiation,3.53671468893591e-05,True,"""The process in which the structures of a neuron are generated and organized. This process occurs while the initially relatively unspecialized cell is acquiring the specialized features of a neuron."" [GOC:dph, GOC:tb]",456,1437,24,11798,0.016701461377870562,0.05263157894736842,sing,"['GO:0000904', 'GO:0048666']"
114,GO:MF,GO:0001882,nucleoside binding,3.7555880619819635e-05,True,"""Interacting selectively and non-covalently with a nucleoside, a compound consisting of a purine or pyrimidine nitrogenous base linked either to ribose or deoxyribose."" [GOC:hjd]",191,1310,4,11762,0.0030534351145038168,0.020942408376963352,sing,"['GO:0036094', 'GO:0097159', 'GO:0097367', 'GO:1901363']"
115,GO:BP,GO:0006357,regulation of transcription by RNA polymerase II,3.863910150412961e-05,True,"""Any process that modulates the frequency, rate or extent of transcription mediated by RNA polymerase II."" [GOC:go_curators, GOC:txnOH]",910,1437,66,11798,0.04592901878914405,0.07252747252747253,sing,"['GO:0006355', 'GO:0006366']"
116,GO:BP,GO:0048858,cell projection morphogenesis,4.185695563332919e-05,True,"""The process in which the anatomical structures of a cell projection are generated and organized."" [GO_REF:0000021]",465,1437,25,11798,0.017397355601948505,0.053763440860215055,sing,"['GO:0000902', 'GO:0030030', 'GO:0032990']"
117,GO:BP,GO:0050794,regulation of cellular process,4.300064592493615e-05,True,"""Any process that modulates the frequency, rate or extent of a cellular process, any of those that are carried out at the cellular level, but are not necessarily restricted to a single cell. For example, cell communication occurs among more than one cell, but occurs at the cellular level."" [GOC:go_curators]",4140,1437,421,11798,0.2929714683368128,0.10169082125603865,sing,"['GO:0009987', 'GO:0050789']"
118,GO:BP,GO:0120039,plasma membrane bounded cell projection morphogenesis,4.675717106336336e-05,True,"""The process in which the anatomical structures of a plasma membrane bounded cell projection are generated and organized."" [GOC:krc]",463,1437,25,11798,0.017397355601948505,0.05399568034557235,sing,['GO:0048858']
119,GO:BP,GO:0032990,cell part morphogenesis,4.8004818338057545e-05,True,"""The process in which the anatomical structures of a cell part are generated and organized."" [GOC:mah]",474,1437,26,11798,0.018093249826026444,0.05485232067510549,sing,['GO:0032989']
120,GO:MF,GO:0022853,active ion transmembrane transporter activity,4.984515032081061e-05,True,"""Enables the transfer of an ion from one side of a membrane to the other up the solute's concentration gradient. This is carried out by binding the solute and undergoing a series of conformational changes. Transport works equally well in either direction."" [GOC:mtg_transport, ISBN:0815340729]",188,1310,4,11762,0.0030534351145038168,0.02127659574468085,sing,"['GO:0015075', 'GO:0022804']"
121,GO:MF,GO:0032549,ribonucleoside binding,5.342575916931718e-05,True,"""Interacting selectively and non-covalently with a ribonucleoside, a compound consisting of a purine or pyrimidine nitrogenous base linked to ribose."" [GOC:mah]",187,1310,4,11762,0.0030534351145038168,0.0213903743315508,sing,['GO:0001882']
122,GO:MF,GO:0001883,purine nucleoside binding,5.342575916931718e-05,True,"""Interacting selectively and non-covalently with a purine nucleoside, a compound consisting of a purine base linked either to ribose or deoxyribose."" [GOC:hjd]",187,1310,4,11762,0.0030534351145038168,0.0213903743315508,sing,['GO:0001882']
123,GO:BP,GO:0048856,anatomical structure development,5.590232025932381e-05,True,"""The biological process whose specific outcome is the progression of an anatomical structure from an initial condition to its mature state. This process begins with the formation of the structure and ends with the mature structure, whatever form that may be including its natural destruction. An anatomical structure is any biological entity that occupies space and is distinguished from its surroundings. Anatomical structures can be macroscopic such as a carpel, or microscopic such as an acrosome."" [GO_REF:0000021]",2920,1437,282,11798,0.19624217118997914,0.09657534246575343,sing,['GO:0032502']
124,GO:BP,GO:0007411,axon guidance,5.803969712048033e-05,True,"""The chemotaxis process that directs the migration of an axon growth cone to a specific target site in response to a combination of attractive and repulsive cues."" [ISBN:0878932437]",287,1437,11,11798,0.007654836464857342,0.03832752613240418,sing,"['GO:0007409', 'GO:0097485']"
125,GO:BP,GO:0036211,protein modification process,6.598526391231816e-05,True,"""The covalent alteration of one or more amino acids occurring in proteins, peptides and nascent polypeptides (co-translational, post-translational modifications). Includes the modification of charged tRNAs that are destined to occur in a protein (pre-translation modification)."" [GOC:bf, GOC:jl]",1525,1437,130,11798,0.09046624913013222,0.08524590163934426,sing,"['GO:0019538', 'GO:0043412']"
126,GO:BP,GO:0032502,developmental process,6.598526391231816e-05,True,"""A biological process whose specific outcome is the progression of an integrated living unit: an anatomical structure (which may be a subcellular structure, cell, tissue, or organ), or organism over time from an initial condition to a later condition."" [GOC:isa_complete]",3081,1437,301,11798,0.20946416144746,0.09769555339175592,sing,['GO:0008150']
127,GO:BP,GO:0006464,cellular protein modification process,6.598526391231816e-05,True,"""The covalent alteration of one or more amino acids occurring in proteins, peptides and nascent polypeptides (co-translational, post-translational modifications) occurring at the level of an individual cell. Includes the modification of charged tRNAs that are destined to occur in a protein (pre-translation modification)."" [GOC:go_curators]",1525,1437,130,11798,0.09046624913013222,0.08524590163934426,sing,"['GO:0036211', 'GO:0044267']"
128,GO:BP,GO:0030182,neuron differentiation,6.598526391231816e-05,True,"""The process in which a relatively unspecialized cell acquires specialized features of a neuron."" [GOC:mah]",805,1437,57,11798,0.03966597077244259,0.07080745341614907,sing,"['GO:0030154', 'GO:0048699']"
129,GO:MF,GO:0032550,purine ribonucleoside binding,6.984515016951622e-05,True,"""Interacting selectively and non-covalently with a purine ribonucleoside, a compound consisting of a purine base linked to ribose."" [GOC:mah]",184,1310,4,11762,0.0030534351145038168,0.021739130434782608,sing,"['GO:0001883', 'GO:0032549']"
130,GO:MF,GO:0005525,GTP binding,6.984515016951622e-05,True,"""Interacting selectively and non-covalently with GTP, guanosine triphosphate."" [GOC:ai]",184,1310,4,11762,0.0030534351145038168,0.021739130434782608,sing,"['GO:0032550', 'GO:0032561', 'GO:0035639']"
131,GO:BP,GO:0065007,biological regulation,7.388765988626512e-05,True,"""Any process that modulates a measurable attribute of any biological process, quality or function."" [GOC:dph, GOC:isa_complete, GOC:mah, GOC:pr, GOC:vw]",4883,1437,511,11798,0.3556019485038274,0.10464878148679091,sing,['GO:0008150']
132,GO:BP,GO:0048731,system development,7.388765988626512e-05,True,"""The process whose specific outcome is the progression of an organismal system over time, from its formation to the mature structure. A system is a regularly interacting or interdependent group of organs or tissues that work together to carry out a given biological process."" [GOC:dph, GOC:jid]",1850,1437,165,11798,0.11482254697286012,0.0891891891891892,sing,"['GO:0007275', 'GO:0048856']"
133,GO:BP,GO:0022008,neurogenesis,9.492711322168953e-05,True,"""Generation of cells within the nervous system."" [GO_REF:0000021, GOC:cls, GOC:curators, GOC:dgh, GOC:dph, GOC:jid]",951,1437,72,11798,0.05010438413361169,0.07570977917981073,sing,"['GO:0007399', 'GO:0030154']"
134,GO:BP,GO:0048699,generation of neurons,0.00011339973749987634,True,"""The process in which nerve cells are generated. This includes the production of neuroblasts and their differentiation into neurons."" [GOC:nln]",907,1437,68,11798,0.04732080723729993,0.07497243660418963,sing,['GO:0022008']
135,GO:BP,GO:0050789,regulation of biological process,0.00011339973749987634,True,"""Any process that modulates the frequency, rate or extent of a biological process. Biological processes are regulated by many means; examples include the control of gene expression, protein modification or interaction with a protein or substrate molecule."" [GOC:ai, GOC:go_curators]",4403,1437,456,11798,0.3173277661795407,0.10356575062457415,sing,"['GO:0008150', 'GO:0065007']"
136,GO:BP,GO:0007399,nervous system development,0.00011339973749987634,True,"""The process whose specific outcome is the progression of nervous tissue over time, from its formation to its mature state."" [GOC:dgh]",1175,1437,95,11798,0.06610995128740431,0.08085106382978724,sing,['GO:0048731']
137,GO:BP,GO:0006366,transcription by RNA polymerase II,0.00012455981550332,True,"""The synthesis of RNA from a DNA template by RNA polymerase II (RNAP II), originating at an RNA polymerase II promoter. Includes transcription of messenger RNA (mRNA) and certain small nuclear RNAs (snRNAs)."" [GOC:jl, GOC:txnOH, ISBN:0321000382]",955,1437,73,11798,0.05080027835768963,0.07643979057591622,sing,['GO:0006351']
138,GO:MF,GO:0020037,heme binding,0.00013069952135356215,True,"""Interacting selectively and non-covalently with heme, any compound of iron complexed in a porphyrin (tetrapyrrole) ring."" [GOC:ai]",142,1310,2,11762,0.0015267175572519084,0.014084507042253521,sing,['GO:0046906']
139,GO:MF,GO:0019787,ubiquitin-like protein transferase activity,0.0001413475771584614,True,"""Catalysis of the transfer of a ubiquitin-like from one protein to another via the reaction X-ULP + Y --> Y-ULP + X, where both X-ULP and Y-ULP are covalent linkages. ULP represents a ubiquitin-like protein."" [GOC:mah, GOC:rn, PMID:10806345, PMID:10884686]",224,1310,7,11762,0.0053435114503816794,0.03125,sing,"['GO:0016740', 'GO:0140096']"
140,GO:MF,GO:0016705,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen",0.000162176960965405,True,"""Catalysis of an oxidation-reduction (redox) reaction in which hydrogen or electrons are transferred from each of two donors, and molecular oxygen is reduced or incorporated into a donor."" [GOC:mah]",175,1310,4,11762,0.0030534351145038168,0.022857142857142857,sing,['GO:0016491']
141,GO:MF,GO:0019001,guanyl nucleotide binding,0.000162716374435163,True,"""Interacting selectively and non-covalently with guanyl nucleotides, any compound consisting of guanosine esterified with (ortho)phosphate."" [ISBN:0198506732]",191,1310,5,11762,0.003816793893129771,0.02617801047120419,sing,['GO:0017076']
142,GO:MF,GO:0032561,guanyl ribonucleotide binding,0.000162716374435163,True,"""Interacting selectively and non-covalently with a guanyl ribonucleotide, any compound consisting of guanosine esterified with (ortho)phosphate or an oligophosphate at any hydroxyl group on the ribose moiety."" [GOC:mah]",191,1310,5,11762,0.003816793893129771,0.02617801047120419,sing,"['GO:0019001', 'GO:0032555']"
143,GO:BP,GO:0007608,sensory perception of smell,0.00019055264466073457,True,"""The series of events required for an organism to receive an olfactory stimulus, convert it to a molecular signal, and recognize and characterize the signal. Olfaction involves the detection of chemical composition of an organism's ambient medium by chemoreceptors. This is a neurological process."" [GOC:ai]",140,1437,2,11798,0.0013917884481558804,0.014285714285714285,sing,['GO:0007606']
144,GO:CC,GO:0036477,somatodendritic compartment,0.0002087874795658293,True,"""The region of a neuron that includes the cell body (cell soma) and dendrite(s), but excludes the axon."" [GOC:pad, GOC:PARL]",293,1519,14,11919,0.009216589861751152,0.04778156996587031,sing,['GO:0110165']
145,GO:CC,GO:1902495,transmembrane transporter complex,0.0002333875812663532,True,"""A transmembrane protein complex which enables the transfer of a substance from one side of a membrane to the other."" [GOC:bhm, GOC:TermGenie, PMID:18024586]",112,1519,1,11919,0.0006583278472679394,0.008928571428571428,sing,"['GO:0016021', 'GO:0098796', 'GO:1990351']"
146,GO:BP,GO:0006935,chemotaxis,0.00024522240522608887,True,"""The directed movement of a motile cell or organism, or the directed growth of a cell guided by a specific chemical concentration gradient. Movement may be towards a higher concentration (positive chemotaxis) or towards a lower concentration (negative chemotaxis)."" [ISBN:0198506732]",307,1437,14,11798,0.009742519137091163,0.04560260586319218,sing,"['GO:0042221', 'GO:0042330']"
147,GO:MF,GO:0016773,"phosphotransferase activity, alcohol group as acceptor",0.00026969422609792967,True,"""Catalysis of the transfer of a phosphorus-containing group from one compound (donor) to an alcohol group (acceptor)."" [GOC:jl]",327,1310,15,11762,0.011450381679389313,0.045871559633027525,sing,['GO:0016772']
148,GO:BP,GO:0006040,amino sugar metabolic process,0.0002947678854992183,True,"""The chemical reactions and pathways involving any amino sugar, sugars containing an amino group in place of a hydroxyl group."" [GOC:jl, ISBN:0192801023]",136,1437,2,11798,0.0013917884481558804,0.014705882352941176,sing,['GO:1901135']
149,GO:BP,GO:0008038,neuron recognition,0.0003044297244846309,True,"""The process in which a neuronal cell in a multicellular organism interprets its surroundings."" [GOC:go_curators]",117,1437,1,11798,0.0006958942240779402,0.008547008547008548,sing,"['GO:0008037', 'GO:0048666']"
150,GO:BP,GO:0006468,protein phosphorylation,0.0003068029505774335,True,"""The process of introducing a phosphate group on to a protein."" [GOC:hb]",411,1437,23,11798,0.016005567153792623,0.05596107055961071,sing,"['GO:0006464', 'GO:0016310']"
151,GO:BP,GO:0007264,small GTPase mediated signal transduction,0.0003165403569527275,True,"""Any series of molecular signals in which a small monomeric GTPase relays one or more of the signals."" [GOC:mah]",183,1437,5,11798,0.003479471120389701,0.0273224043715847,sing,['GO:0035556']
152,GO:CC,GO:0097447,dendritic tree,0.00032038879308493394,True,"""The entire complement of dendrites for a neuron, consisting of each primary dendrite and all its branches."" [GOC:aruk, GOC:bc, NIF_Subcellular:sao172297168]",212,1519,8,11919,0.005266622778143515,0.03773584905660377,sing,"['GO:0036477', 'GO:0043005']"
153,GO:CC,GO:0030425,dendrite,0.00032038879308493394,True,"""A neuron projection that has a short, tapering, morphology. Dendrites receive and integrate signals from other neurons or from sensory stimuli, and conduct nerve impulses towards the axon or the cell body. In most neurons, the impulse is conveyed from dendrites to axon via the cell body, but in some types of unipolar neuron, the impulse does not travel via the cell body."" [GOC:aruk, GOC:bc, GOC:dos, GOC:mah, GOC:nln, ISBN:0198506732]",212,1519,8,11919,0.005266622778143515,0.03773584905660377,sing,"['GO:0043005', 'GO:0097447']"
154,GO:MF,GO:0005261,cation channel activity,0.0003688484655830831,True,"""Enables the energy-independent passage of cations across a lipid bilayer down a concentration gradient."" [GOC:def, GOC:dph, GOC:mtg_transport, GOC:pr, ISBN:0815340729]",182,1310,5,11762,0.003816793893129771,0.027472527472527472,sing,"['GO:0005216', 'GO:0022890']"
155,GO:BP,GO:0048468,cell development,0.0004107740424971739,True,"""The process whose specific outcome is the progression of the cell over time, from its formation to the mature structure. Cell development does not include the steps involved in committing a cell to a specific fate."" [GOC:go_curators]",1452,1437,127,11798,0.0883785664578984,0.087465564738292,sing,"['GO:0030154', 'GO:0048856', 'GO:0048869']"
156,GO:BP,GO:1901071,glucosamine-containing compound metabolic process,0.0004346565553309776,True,"""The chemical reactions and pathways involving glucosamine-containing compounds (glucosamines)."" [GOC:TermGenie]",132,1437,2,11798,0.0013917884481558804,0.015151515151515152,sing,['GO:0006040']
157,GO:BP,GO:0019941,modification-dependent protein catabolic process,0.0004501829921407856,True,"""The chemical reactions and pathways resulting in the breakdown of a protein or peptide by hydrolysis of its peptide bonds, initiated by the covalent modification of the target protein."" [GOC:go_curators]",347,1437,18,11798,0.012526096033402923,0.05187319884726225,sing,"['GO:0043632', 'GO:0051603']"
158,GO:MF,GO:0016301,kinase activity,0.0004617891929622592,True,"""Catalysis of the transfer of a phosphate group, usually from ATP, to a substrate molecule."" [ISBN:0198506732]",383,1310,20,11762,0.015267175572519083,0.05221932114882506,sing,['GO:0016772']
159,GO:BP,GO:0048513,animal organ development,0.0004705856291162041,True,"""Development of a tissue or tissues that work together to perform a specific function or functions. Development pertains to the process whose specific outcome is the progression of a structure over time, from its formation to the mature structure. Organs are commonly observed as visibly distinct structures, but may also exist as loosely associated clusters of cells that work together to perform a specific function or functions."" [GOC:dph, GOC:jid]",1268,1437,108,11798,0.07515657620041753,0.08517350157728706,sing,"['GO:0048731', 'GO:0048856']"
160,GO:MF,GO:0004842,ubiquitin-protein transferase activity,0.0005298387429343261,True,"""Catalysis of the transfer of ubiquitin from one protein to another via the reaction X-Ub + Y --> Y-Ub + X, where both X-Ub and Y-Ub are covalent linkages."" [GOC:BioGRID, GOC:jh2, PMID:9635407]",208,1310,7,11762,0.0053435114503816794,0.03365384615384615,sing,['GO:0019787']
161,GO:BP,GO:0048813,dendrite morphogenesis,0.0005506172073601675,True,"""The process in which the anatomical structures of a dendrite are generated and organized."" [GOC:aruk, GOC:bc, GOC:jl, ISBN:0198506732, PMID:22683681]",162,1437,4,11798,0.0027835768963117608,0.024691358024691357,sing,"['GO:0016358', 'GO:0048667', 'GO:0048812']"
162,GO:MF,GO:0004674,protein serine/threonine kinase activity,0.0005792014005341207,True,"""Catalysis of the reactions: ATP + protein serine = ADP + protein serine phosphate, and ATP + protein threonine = ADP + protein threonine phosphate."" [GOC:bf, PMID:2956925]",192,1310,6,11762,0.004580152671755725,0.03125,sing,['GO:0004672']
163,GO:MF,GO:0015081,sodium ion transmembrane transporter activity,0.0006033538040138628,True,"""Enables the transfer of sodium ions (Na+) from one side of a membrane to the other."" [GOC:ai, GOC:BHF]",107,1310,1,11762,0.0007633587786259542,0.009345794392523364,sing,"['GO:0015077', 'GO:0046873']"
164,GO:BP,GO:0043632,modification-dependent macromolecule catabolic process,0.0006306887803041087,True,"""The chemical reactions and pathways resulting in the breakdown of a macromolecule, initiated by covalent modification of the target molecule."" [GOC:jl]",354,1437,19,11798,0.013221990257480862,0.05367231638418079,sing,['GO:0044265']
165,GO:BP,GO:0006511,ubiquitin-dependent protein catabolic process,0.0006347162688595295,True,"""The chemical reactions and pathways resulting in the breakdown of a protein or peptide by hydrolysis of its peptide bonds, initiated by the covalent attachment of a ubiquitin group, or multiple ubiquitin groups, to the protein."" [GOC:go_curators]",342,1437,18,11798,0.012526096033402923,0.05263157894736842,sing,['GO:0019941']
166,GO:MF,GO:0046906,tetrapyrrole binding,0.0006449200480755291,True,"""Interacting selectively and non-covalently with a tetrapyrrole, a compound containing four pyrrole nuclei variously substituted and linked to each other through carbons at the alpha position."" [GOC:curators, ISBN:0198506732]",143,1310,3,11762,0.0022900763358778627,0.02097902097902098,sing,"['GO:0097159', 'GO:1901363']"
167,GO:BP,GO:0051603,proteolysis involved in cellular protein catabolic process,0.0007265847102879154,True,"""The hydrolysis of a peptide bond or bonds within a protein as part of the chemical reactions and pathways resulting in the breakdown of a protein by individual cells."" [GOC:ai, GOC:dph, GOC:tb]",375,1437,21,11798,0.014613778705636743,0.056,sing,"['GO:0006508', 'GO:0044257']"
168,GO:MF,GO:0004721,phosphoprotein phosphatase activity,0.000734216399393567,True,"""Catalysis of the reaction: a phosphoprotein + H2O = a protein + phosphate. Together with protein kinases, these enzymes control the state of phosphorylation of cell proteins and thereby provide an important mechanism for regulating cellular activity."" [ISBN:0198547684]",105,1310,1,11762,0.0007633587786259542,0.009523809523809525,sing,"['GO:0016791', 'GO:0140096']"
169,GO:BP,GO:0016567,protein ubiquitination,0.0007408514551544257,True,"""The process in which one or more ubiquitin groups are added to a protein."" [GOC:ai]",316,1437,16,11798,0.011134307585247043,0.05063291139240506,sing,['GO:0032446']
170,GO:BP,GO:0016358,dendrite development,0.0007762084597103921,True,"""The process whose specific outcome is the progression of the dendrite over time, from its formation to the mature structure."" [GOC:aruk, GOC:bc, GOC:jl, ISBN:0198506732, PMID:22683681]",173,1437,5,11798,0.003479471120389701,0.028901734104046242,sing,"['GO:0031175', 'GO:0048856']"
171,GO:MF,GO:0004930,G protein-coupled receptor activity,0.0009020462076647328,True,"""Combining with an extracellular signal and transmitting the signal across the membrane by activating an associated G-protein; promotes the exchange of GDP for GTP on the alpha subunit of a heterotrimeric G-protein complex."" [GOC:bf, http://www.iuphar-db.org, Wikipedia:GPCR]",122,1310,2,11762,0.0015267175572519084,0.01639344262295082,sing,['GO:0004888']
