GeneID	GeneLength
LOC108005775|XP_016924593.1|DSUZ	185
LOC108005752|XP_016924568.1|DSUZ	326
LOC108005879|XP_016924750.1|DSUZ	258
LOC108005914|XP_016924812.1|DSUZ	275
LOC108005871|XP_016924737.1|DSUZ	724
LOC108005900|XP_016924783.1|DSUZ	1140
LOC108005755|XP_016924571.1|DSUZ	450
LOC108005782|XP_016924600.1|DSUZ	408
LOC108005783|XP_016924601.1|DSUZ	161
LOC108005756|XP_016924572.1|DSUZ	445
LOC108005761|XP_016924578.1|DSUZ	194
LOC108005811|XP_016924629.1|DSUZ	782
LOC108005919|XP_016924818.1|DSUZ	253
LOC108005923|XP_016924821.1|DSUZ	589
LOC108005985|XP_016924915.1|DSUZ	290
LOC108005970|XP_016924895.1|DSUZ	290
LOC108005974|XP_016924901.1|DSUZ	141
LOC108006025|XP_016924958.1|DSUZ	196
LOC108006006|XP_016924938.1|DSUZ	433
LOC108006034|XP_016924966.1|DSUZ	115
LOC108006103|XP_016925036.1|DSUZ	232
LOC108006108|XP_016925044.1|DSUZ	304
LOC108006123|XP_016925062.1|DSUZ	157
LOC108006133|XP_016925076.1|DSUZ	151
LOC108006140|XP_016925084.1|DSUZ	250
LOC108006213|XP_016925140.1|DSUZ	120
LOC108006250|XP_016925190.1|DSUZ	81
LOC108006261|XP_016925197.1|DSUZ	283
LOC108006282|XP_016925228.1|DSUZ	334
LOC108006263|XP_016925200.1|DSUZ	310
LOC108006273|XP_016925212.1|DSUZ	320
LOC108006290|XP_016925239.1|DSUZ	481
LOC108006286|XP_016925233.1|DSUZ	351
LOC108006323|XP_016925313.1|DSUZ	1111
LOC108006266|XP_016925203.1|DSUZ	775
LOC108006328|XP_016925319.1|DSUZ	648
LOC108006297|XP_016925246.1|DSUZ	300
LOC108006305|XP_016925281.1|DSUZ	581
LOC108006371|XP_016925381.1|DSUZ	51
LOC108006367|XP_016925377.1|DSUZ	108
LOC108006387|XP_016925398.1|DSUZ	102
LOC108006432|XP_016925444.1|DSUZ	1098
LOC108006422|XP_016925435.1|DSUZ	152
LOC108006419|XP_016925433.1|DSUZ	211
LOC108006402|XP_016925412.1|DSUZ	406
LOC108006424|XP_016925437.1|DSUZ	284
LOC108006449|XP_016925463.1|DSUZ	440
LOC108006469|XP_016925482.1|DSUZ	230
LOC108006541|XP_016925562.1|DSUZ	303
LOC108006550|XP_016925571.1|DSUZ	327
LOC108006545|XP_016925565.1|DSUZ	195
LOC108006516|XP_016925529.1|DSUZ	202
LOC108006629|XP_016925651.1|DSUZ	172
LOC108006612|XP_016925621.1|DSUZ	113
LOC108006635|XP_016925659.1|DSUZ	228
LOC108006646|XP_016925670.1|DSUZ	79
LOC108006660|XP_016925687.1|DSUZ	331
LOC108006673|XP_016925701.1|DSUZ	405
LOC108006683|XP_016925711.1|DSUZ	126
LOC108006687|XP_016925714.1|DSUZ	544
LOC108006701|XP_016925730.1|DSUZ	102
LOC108006748|XP_016925789.1|DSUZ	478
LOC108006753|XP_016925793.1|DSUZ	293
LOC108006730|XP_016925762.1|DSUZ	492
LOC108006767|XP_016925807.1|DSUZ	567
LOC108006786|XP_016925825.1|DSUZ	181
LOC108006835|XP_016925872.1|DSUZ	102
LOC108006834|XP_016925871.1|DSUZ	236
LOC108006872|XP_016925933.1|DSUZ	253
LOC108006842|XP_016925881.1|DSUZ	389
LOC108006816|XP_016925852.1|DSUZ	256
LOC108006845|XP_016925884.1|DSUZ	77
LOC108006864|XP_016925922.1|DSUZ	257
LOC108006871|XP_016925932.1|DSUZ	379
LOC108006823|XP_016925860.1|DSUZ	345
LOC108006829|XP_016925865.1|DSUZ	250
LOC108006878|XP_016925949.1|DSUZ	618
LOC108006848|XP_016925886.1|DSUZ	393
LOC108006890|XP_016925965.1|DSUZ	240
LOC108006914|XP_016926002.1|DSUZ	319
LOC108006943|XP_016926034.1|DSUZ	586
LOC108006952|XP_016926046.1|DSUZ	959
LOC108006942|XP_016926033.1|DSUZ	84
LOC108006954|XP_016926048.1|DSUZ	441
LOC108006936|XP_016926028.1|DSUZ	374
LOC108006956|XP_016926050.1|DSUZ	71
LOC108006970|XP_016926065.1|DSUZ	532
LOC108006985|XP_016926081.1|DSUZ	443
LOC108006964|XP_016926059.1|DSUZ	320
LOC108006983|XP_016926079.1|DSUZ	833
LOC108006967|XP_016926061.1|DSUZ	383
LOC108007020|XP_016926115.1|DSUZ	471
LOC108007055|XP_016926150.1|DSUZ	1482
LOC108007066|XP_016926159.1|DSUZ	358
LOC108007162|XP_016926269.1|DSUZ	883
LOC108007164|XP_016926272.1|DSUZ	286
LOC108007080|XP_016926174.1|DSUZ	575
LOC108007081|XP_016926175.1|DSUZ	214
LOC108007115|XP_016926207.1|DSUZ	437
LOC108007133|XP_016926226.1|DSUZ	2298
LOC108007138|XP_016926233.1|DSUZ	1316
LOC108007137|XP_016926232.1|DSUZ	140
LOC108007150|XP_016926243.1|DSUZ	500
LOC108007126|XP_016926219.1|DSUZ	179
LOC108007107|XP_016926198.1|DSUZ	539
LOC108007219|XP_016926342.1|DSUZ	373
LOC108007230|XP_016926355.1|DSUZ	171
LOC108007243|XP_016926372.1|DSUZ	653
LOC108007207|XP_016926330.1|DSUZ	461
LOC108007258|XP_016926386.1|DSUZ	93
LOC108007266|XP_016926394.1|DSUZ	320
LOC108007273|XP_016926401.1|DSUZ	256
LOC108007281|XP_016926409.1|DSUZ	722
LOC108007275|XP_016926403.1|DSUZ	780
LOC108007379|XP_016926526.1|DSUZ	173
LOC108007375|XP_016926519.1|DSUZ	180
LOC108007356|XP_016926496.1|DSUZ	1200
LOC108007368|XP_016926509.1|DSUZ	583
LOC108007395|XP_016926539.1|DSUZ	347
LOC108007435|XP_016926582.1|DSUZ	213
LOC108007448|XP_016926599.1|DSUZ	1126
LOC108007452|XP_016926606.1|DSUZ	228
LOC108007444|XP_016926594.1|DSUZ	188
LOC108007461|XP_016926617.1|DSUZ	243
LOC108007465|XP_016926626.1|DSUZ	233
LOC108007505|XP_016926677.1|DSUZ	133
LOC108007480|XP_016926651.1|DSUZ	550
LOC108007498|XP_016926670.1|DSUZ	1192
LOC108007496|XP_016926668.1|DSUZ	94
LOC108007570|XP_016926751.1|DSUZ	139
LOC108007659|XP_016926870.1|DSUZ	366
LOC108007703|XP_016926932.1|DSUZ	455
LOC108007708|XP_016926943.1|DSUZ	119
LOC108007710|XP_016926947.1|DSUZ	58
LOC108007674|XP_016926885.1|DSUZ	359
LOC108007672|XP_016926882.1|DSUZ	205
LOC108007705|XP_016926937.1|DSUZ	206
LOC108007698|XP_016926926.1|DSUZ	361
LOC108007670|XP_016926880.1|DSUZ	378
LOC108007731|XP_016926972.1|DSUZ	143
LOC108007746|XP_016926990.1|DSUZ	538
LOC108007765|XP_016927010.1|DSUZ	1534
LOC108007833|XP_016927086.1|DSUZ	946
LOC108007884|XP_016927142.1|DSUZ	713
LOC108007882|XP_016927139.1|DSUZ	514
LOC108007897|XP_016927155.1|DSUZ	442
LOC108007936|XP_016927196.1|DSUZ	203
LOC108007978|XP_016927242.1|DSUZ	710
LOC108007972|XP_016927231.1|DSUZ	393
LOC108007983|XP_016927251.1|DSUZ	309
LOC108008019|XP_016927292.1|DSUZ	648
LOC108008060|XP_016927331.1|DSUZ	635
LOC108008076|XP_016927348.1|DSUZ	472
LOC108008336|XP_016927651.1|DSUZ	564
LOC108009884|XP_016930081.1|DSUZ	834
LOC108008105|XP_016927384.1|DSUZ	253
LOC108008864|XP_016928257.1|DSUZ	270
LOC108008886|XP_016928280.1|DSUZ	183
LOC108008772|XP_016928159.1|DSUZ	93
LOC108008107|XP_016927386.1|DSUZ	94
LOC108009183|XP_016928824.1|DSUZ	144
LOC108008462|XP_016927805.1|DSUZ	127
LOC108008966|XP_016928390.1|DSUZ	331
LOC108008965|XP_016928389.1|DSUZ	678
LOC108009612|XP_016929587.1|DSUZ	519
LOC108009613|XP_016929588.1|DSUZ	163
LOC108009426|XP_016929244.1|DSUZ	822
LOC108008456|XP_016927799.1|DSUZ	464
LOC108010261|XP_016930606.1|DSUZ	81
LOC108009668|XP_016929687.1|DSUZ	392
LOC108010070|XP_016930373.1|DSUZ	1295
LOC108009761|XP_016929874.1|DSUZ	2733
LOC108009165|XP_016928767.1|DSUZ	661
LOC108008814|XP_016928208.1|DSUZ	97
LOC108009708|XP_016929752.1|DSUZ	1371
LOC108010059|XP_016930361.1|DSUZ	280
LOC108008085|XP_016927364.1|DSUZ	204
LOC108009757|XP_016929868.1|DSUZ	203
LOC108008350|XP_016927668.1|DSUZ	258
LOC108010181|XP_016930512.1|DSUZ	1450
LOC108010243|XP_016930584.1|DSUZ	210
LOC108009660|XP_016929670.1|DSUZ	507
LOC108009988|XP_016930251.1|DSUZ	337
LOC108009471|XP_016929339.1|DSUZ	191
LOC108009468|XP_016929337.1|DSUZ	245
LOC108009881|XP_016930076.1|DSUZ	200
LOC108008341|XP_016927658.1|DSUZ	381
LOC108008294|XP_016927595.1|DSUZ	196
LOC108010108|XP_016930418.1|DSUZ	406
LOC108010223|XP_016930556.1|DSUZ	361
LOC108010094|XP_016930402.1|DSUZ	497
LOC108010290|XP_016930649.1|DSUZ	305
LOC108008933|XP_016928333.1|DSUZ	131
LOC108010020|XP_016930306.1|DSUZ	208
LOC108008580|XP_016927945.1|DSUZ	363
LOC108009240|XP_016928897.1|DSUZ	113
LOC108008725|XP_016928113.1|DSUZ	289
LOC108009131|XP_016928723.1|DSUZ	76
LOC108009130|XP_016928722.1|DSUZ	345
LOC108009129|XP_016928721.1|DSUZ	542
LOC108009313|XP_016929058.1|DSUZ	136
LOC108008617|XP_016927987.1|DSUZ	957
LOC108009989|XP_016930253.1|DSUZ	495
LOC108008335|XP_016927650.1|DSUZ	838
LOC108008711|XP_016928097.1|DSUZ	372
LOC108008378|XP_016927709.1|DSUZ	128
LOC108010319|XP_016930708.1|DSUZ	211
LOC108008345|XP_016927661.1|DSUZ	334
LOC108009838|XP_016930015.1|DSUZ	133
LOC108008143|XP_016927421.1|DSUZ	269
LOC108008412|XP_016927747.1|DSUZ	314
LOC108009596|XP_016929557.1|DSUZ	2166
LOC108009871|XP_016930063.1|DSUZ	1427
LOC108010111|XP_016930420.1|DSUZ	770
LOC108008387|XP_016927721.1|DSUZ	165
LOC108008586|XP_016927953.1|DSUZ	303
LOC108009707|XP_016929751.1|DSUZ	2055
LOC108010100|XP_016930410.1|DSUZ	246
LOC108009132|XP_016928725.1|DSUZ	709
LOC108008843|XP_016928238.1|DSUZ	139
LOC108010201|XP_016930534.1|DSUZ	202
LOC108010212|XP_016930545.1|DSUZ	253
LOC108010211|XP_016930544.1|DSUZ	615
LOC108010063|XP_016930365.1|DSUZ	393
LOC108008699|XP_016928083.1|DSUZ	540
LOC108008147|XP_016927425.1|DSUZ	463
LOC108008904|XP_016928298.1|DSUZ	87
LOC108008782|XP_016928169.1|DSUZ	65
LOC108008497|XP_016927851.1|DSUZ	244
LOC108008931|XP_016928331.1|DSUZ	110
LOC108010121|XP_016930436.1|DSUZ	458
LOC108009808|XP_016929971.1|DSUZ	1504
LOC108009809|XP_016929972.1|DSUZ	516
LOC108009864|XP_016930053.1|DSUZ	576
LOC108008591|XP_016927959.1|DSUZ	248
LOC108010031|XP_016930322.1|DSUZ	332
LOC108009695|XP_016929734.1|DSUZ	228
LOC108009647|XP_016929641.1|DSUZ	263
LOC108008777|XP_016928163.1|DSUZ	134
LOC108009102|XP_016928655.1|DSUZ	2396
LOC108009104|XP_016928660.1|DSUZ	394
LOC108010131|XP_016930448.1|DSUZ	327
LOC108009849|XP_016930035.1|DSUZ	1218
LOC108008476|XP_016927820.1|DSUZ	348
LOC108008420|XP_016927755.1|DSUZ	387
LOC108009112|XP_016928672.1|DSUZ	1020
LOC108010206|XP_016930539.1|DSUZ	144
LOC108010205|XP_016930537.1|DSUZ	508
LOC108009778|XP_016929903.1|DSUZ	157
LOC108009224|XP_016928875.1|DSUZ	330
LOC108009223|XP_016928873.1|DSUZ	552
LOC108008817|XP_016928212.1|DSUZ	88
LOC108009606|XP_016929578.1|DSUZ	1329
LOC108009050|XP_016928543.1|DSUZ	1370
LOC108008567|XP_016927926.1|DSUZ	867
LOC108009712|XP_016929758.1|DSUZ	1534
LOC108009414|XP_016929229.1|DSUZ	1140
LOC108010194|XP_016930526.1|DSUZ	443
LOC108009342|XP_016929119.1|DSUZ	129
LOC108009417|XP_016929233.1|DSUZ	628
LOC108009765|XP_016929881.1|DSUZ	1607
LOC108010074|XP_016930376.1|DSUZ	813
LOC108008321|XP_016927628.1|DSUZ	585
LOC108009004|XP_016928437.1|DSUZ	127
LOC108010075|XP_016930378.1|DSUZ	570
LOC108009643|XP_016929634.1|DSUZ	1711
LOC108008442|XP_016927781.1|DSUZ	113
LOC108009411|XP_016929220.1|DSUZ	445
LOC108009020|XP_016928481.1|DSUZ	149
LOC108008366|XP_016927692.1|DSUZ	437
LOC108009680|XP_016929705.1|DSUZ	955
LOC108009724|XP_016929796.1|DSUZ	64
LOC108009527|XP_016929449.1|DSUZ	684
LOC108008540|XP_016927900.1|DSUZ	113
LOC108008608|XP_016927977.1|DSUZ	230
LOC108008334|XP_016927649.1|DSUZ	261
LOC108010175|XP_016930507.1|DSUZ	596
LOC108010176|XP_016930508.1|DSUZ	320
LOC108008342|XP_016927659.1|DSUZ	498
LOC108009228|XP_016928880.1|DSUZ	1887
LOC108008443|XP_016927784.1|DSUZ	196
LOC108008166|XP_016927445.1|DSUZ	107
LOC108008659|XP_016928035.1|DSUZ	395
LOC108008167|XP_016927446.1|DSUZ	105
LOC108009211|XP_016928860.1|DSUZ	230
LOC108008664|XP_016928044.1|DSUZ	229
LOC108009917|XP_016930132.1|DSUZ	1988
LOC108008780|XP_016928167.1|DSUZ	229
LOC108008890|XP_016928283.1|DSUZ	151
LOC108008419|XP_016927754.1|DSUZ	458
LOC108008411|XP_016927746.1|DSUZ	349
LOC108008172|XP_016927452.1|DSUZ	267
LOC108009760|XP_016929873.1|DSUZ	152
LOC108009922|XP_016930138.1|DSUZ	684
LOC108009348|XP_016929128.1|DSUZ	540
LOC108010081|XP_016930386.1|DSUZ	606
LOC108010082|XP_016930387.1|DSUZ	431
LOC108010129|XP_016930446.1|DSUZ	41
LOC108010006|XP_016930285.1|DSUZ	102
LOC108010007|XP_016930286.1|DSUZ	70
LOC108009001|XP_016928435.1|DSUZ	255
LOC108008885|XP_016928278.1|DSUZ	116
LOC108009806|XP_016929969.1|DSUZ	179
LOC108009459|XP_016929318.1|DSUZ	153
LOC108009460|XP_016929319.1|DSUZ	61
LOC108008574|XP_016927937.1|DSUZ	564
LOC108008927|XP_016928325.1|DSUZ	1643
LOC108008177|XP_016927457.1|DSUZ	85
LOC108009544|XP_016929475.1|DSUZ	188
LOC108008717|XP_016928105.1|DSUZ	548
LOC108009852|XP_016930038.1|DSUZ	518
LOC108009002|XP_016928436.1|DSUZ	222
LOC108009021|XP_016928482.1|DSUZ	423
LOC108009026|XP_016928486.1|DSUZ	152
LOC108008184|XP_016927465.1|DSUZ	261
LOC108008185|XP_016927466.1|DSUZ	193
LOC108009616|XP_016929590.1|DSUZ	861
LOC108010253|XP_016930595.1|DSUZ	704
LOC108008884|XP_016928277.1|DSUZ	63
LOC108008190|XP_016927470.1|DSUZ	119
LOC108008960|XP_016928360.1|DSUZ	77
LOC108009940|XP_016930174.1|DSUZ	572
LOC108009382|XP_016929179.1|DSUZ	543
LOC108009788|XP_016929919.1|DSUZ	506
LOC108009772|XP_016929890.1|DSUZ	132
LOC108008096|XP_016927374.1|DSUZ	206
LOC108008541|XP_016927901.1|DSUZ	433
LOC108010118|XP_016930432.1|DSUZ	149
LOC108009966|XP_016930215.1|DSUZ	373
LOC108009964|XP_016930214.1|DSUZ	1199
LOC108008326|XP_016927638.1|DSUZ	410
LOC108009803|XP_016929964.1|DSUZ	782
LOC108009897|XP_016930107.1|DSUZ	122
LOC108009950|XP_016930186.1|DSUZ	255
LOC108009986|XP_016930249.1|DSUZ	97
LOC108009214|XP_016928863.1|DSUZ	53
LOC108008785|XP_016928172.1|DSUZ	371
LOC108008605|XP_016927973.1|DSUZ	231
LOC108008446|XP_016927787.1|DSUZ	309
LOC108008445|XP_016927785.1|DSUZ	128
LOC108008402|XP_016927736.1|DSUZ	142
LOC108009451|XP_016929304.1|DSUZ	1497
LOC108008951|XP_016928351.1|DSUZ	253
LOC108009065|XP_016928564.1|DSUZ	853
LOC108009302|XP_016929038.1|DSUZ	911
LOC108010147|XP_016930471.1|DSUZ	324
LOC108010146|XP_016930470.1|DSUZ	639
LOC108009742|XP_016929818.1|DSUZ	481
LOC108008807|XP_016928201.1|DSUZ	132
LOC108008561|XP_016927921.1|DSUZ	358
LOC108008802|XP_016928195.1|DSUZ	116
LOC108008803|XP_016928196.1|DSUZ	70
LOC108008678|XP_016928060.1|DSUZ	298
LOC108009846|XP_016930027.1|DSUZ	940
LOC108008898|XP_016928292.1|DSUZ	195
LOC108009907|XP_016930120.1|DSUZ	102
LOC108008492|XP_016927841.1|DSUZ	228
LOC108010092|XP_016930400.1|DSUZ	139
LOC108010166|XP_016930497.1|DSUZ	1204
LOC108009032|XP_016928494.1|DSUZ	1460
LOC108009678|XP_016929703.1|DSUZ	1858
LOC108009679|XP_016929704.1|DSUZ	201
LOC108008848|XP_016928243.1|DSUZ	158
LOC108010214|XP_016930546.1|DSUZ	937
LOC108008835|XP_016928230.1|DSUZ	234
LOC108010134|XP_016930451.1|DSUZ	110
LOC108010133|XP_016930450.1|DSUZ	553
LOC108009627|XP_016929604.1|DSUZ	338
LOC108010124|XP_016930441.1|DSUZ	583
LOC108010126|XP_016930442.1|DSUZ	400
LOC108008638|XP_016928006.1|DSUZ	325
LOC108010189|XP_016930521.1|DSUZ	302
LOC108009266|XP_016928959.1|DSUZ	507
LOC108009269|XP_016928967.1|DSUZ	207
LOC108009268|XP_016928964.1|DSUZ	208
LOC108009914|XP_016930127.1|DSUZ	148
LOC108009485|XP_016929367.1|DSUZ	215
LOC108008427|XP_016927765.1|DSUZ	455
LOC108009729|XP_016929801.1|DSUZ	464
LOC108009726|XP_016929797.1|DSUZ	508
LOC108010248|XP_016930591.1|DSUZ	280
LOC108008910|XP_016928306.1|DSUZ	202
LOC108008661|XP_016928039.1|DSUZ	459
LOC108008924|XP_016928321.1|DSUZ	79
LOC108009473|XP_016929342.1|DSUZ	537
LOC108009713|XP_016929759.1|DSUZ	1571
LOC108009885|XP_016930082.1|DSUZ	915
LOC108008454|XP_016927796.1|DSUZ	263
LOC108009491|XP_016929371.1|DSUZ	859
LOC108009370|XP_016929163.1|DSUZ	815
LOC108009500|XP_016929390.1|DSUZ	419
LOC108009499|XP_016929389.1|DSUZ	440
LOC108010002|XP_016930279.1|DSUZ	546
LOC108010151|XP_016930475.1|DSUZ	966
LOC108009738|XP_016929810.1|DSUZ	634
LOC108008620|XP_016927990.1|DSUZ	134
LOC108008619|XP_016927989.1|DSUZ	644
LOC108009174|XP_016928797.1|DSUZ	257
LOC108009335|XP_016929102.1|DSUZ	776
LOC108009333|XP_016929098.1|DSUZ	914
LOC108008226|XP_016927506.1|DSUZ	233
LOC108008710|XP_016928096.1|DSUZ	493
LOC108009523|XP_016929442.1|DSUZ	211
LOC108008997|XP_016928430.1|DSUZ	79
LOC108009271|XP_016928972.1|DSUZ	735
LOC108008881|XP_016928275.1|DSUZ	143
LOC108009657|XP_016929665.1|DSUZ	1052
LOC108009098|XP_016928651.1|DSUZ	393
LOC108009101|XP_016928654.1|DSUZ	62
LOC108009095|XP_016928648.1|DSUZ	1442
LOC108009780|XP_016929905.1|DSUZ	299
LOC108009562|XP_016929514.1|DSUZ	530
LOC108008988|XP_016928420.1|DSUZ	219
LOC108009927|XP_016930147.1|DSUZ	1018
LOC108009969|XP_016930220.1|DSUZ	939
LOC108008774|XP_016928161.1|DSUZ	311
LOC108009346|XP_016929125.1|DSUZ	594
LOC108008865|XP_016928258.1|DSUZ	51
LOC108008923|XP_016928319.1|DSUZ	105
LOC108010286|XP_016930644.1|DSUZ	196
LOC108010104|XP_016930414.1|DSUZ	849
LOC108009090|XP_016928636.1|DSUZ	234
LOC108009094|XP_016928647.1|DSUZ	442
LOC108009091|XP_016928637.1|DSUZ	465
LOC108008233|XP_016927513.1|DSUZ	247
LOC108008744|XP_016928130.1|DSUZ	362
LOC108008622|XP_016927992.1|DSUZ	264
LOC108008339|XP_016927657.1|DSUZ	816
LOC108009691|XP_016929727.1|DSUZ	346
LOC108009610|XP_016929585.1|DSUZ	267
LOC108009293|XP_016929013.1|DSUZ	238
LOC108010187|XP_016930519.1|DSUZ	349
LOC108008424|XP_016927760.1|DSUZ	451
LOC108009733|XP_016929806.1|DSUZ	1750
LOC108008853|XP_016928247.1|DSUZ	103
LOC108010039|XP_016930336.1|DSUZ	1007
LOC108008243|XP_016927523.1|DSUZ	147
LOC108008911|XP_016928307.1|DSUZ	152
LOC108008874|XP_016928267.1|DSUZ	153
LOC108010156|XP_016930479.1|DSUZ	435
LOC108008779|XP_016928165.1|DSUZ	387
LOC108010276|XP_016930628.1|DSUZ	462
LOC108009857|XP_016930046.1|DSUZ	305
LOC108010027|XP_016930316.1|DSUZ	343
LOC108010048|XP_016930347.1|DSUZ	717
LOC108009508|XP_016929407.1|DSUZ	454
LOC108009366|XP_016929159.1|DSUZ	82
LOC108009169|XP_016928787.1|DSUZ	112
LOC108009895|XP_016930102.1|DSUZ	324
LOC108009893|XP_016930101.1|DSUZ	630
LOC108009354|XP_016929143.1|DSUZ	782
LOC108009357|XP_016929146.1|DSUZ	876
LOC108008685|XP_016928068.1|DSUZ	217
LOC108009980|XP_016930243.1|DSUZ	422
LOC108008386|XP_016927720.1|DSUZ	142
LOC108009143|XP_016928736.1|DSUZ	442
LOC108009149|XP_016928741.1|DSUZ	288
LOC108008329|XP_016927643.1|DSUZ	243
LOC108008630|XP_016928000.1|DSUZ	386
LOC108008535|XP_016927894.1|DSUZ	1129
LOC108009970|XP_016930221.1|DSUZ	438
LOC108008351|XP_016927669.1|DSUZ	345
LOC108008352|XP_016927670.1|DSUZ	257
LOC108010219|XP_016930552.1|DSUZ	215
LOC108010217|XP_016930550.1|DSUZ	276
LOC108008571|XP_016927934.1|DSUZ	192
LOC108009027|XP_016928487.1|DSUZ	82
LOC108008953|XP_016928352.1|DSUZ	78
LOC108008919|XP_016928315.1|DSUZ	73
LOC108008667|XP_016928048.1|DSUZ	480
LOC108008693|XP_016928078.1|DSUZ	284
LOC108008871|XP_016928265.1|DSUZ	179
LOC108008641|XP_016928010.1|DSUZ	659
LOC108008318|XP_016927624.1|DSUZ	277
LOC108008319|XP_016927625.1|DSUZ	198
LOC108009179|XP_016928802.1|DSUZ	444
LOC108008616|XP_016927986.1|DSUZ	195
LOC108009698|XP_016929744.1|DSUZ	466
LOC108009706|XP_016929750.1|DSUZ	65
LOC108009703|XP_016929749.1|DSUZ	76
LOC108010331|XP_016930748.1|DSUZ	1894
LOC108009797|XP_016929948.1|DSUZ	277
LOC108009025|XP_016928485.1|DSUZ	84
LOC108008750|XP_016928137.1|DSUZ	603
LOC108008899|XP_016928293.1|DSUZ	200
LOC108008296|XP_016927597.1|DSUZ	600
LOC108008740|XP_016928127.1|DSUZ	413
LOC108010132|XP_016930449.1|DSUZ	440
LOC108009441|XP_016929276.1|DSUZ	1045
LOC108009086|XP_016928632.1|DSUZ	492
LOC108009121|XP_016928686.1|DSUZ	141
LOC108009321|XP_016929080.1|DSUZ	883
LOC108009337|XP_016929104.1|DSUZ	1488
LOC108008701|XP_016928086.1|DSUZ	64
LOC108009821|XP_016929994.1|DSUZ	521
LOC108008883|XP_016928276.1|DSUZ	172
LOC108008920|XP_016928316.1|DSUZ	77
LOC108009080|XP_016928621.1|DSUZ	195
LOC108009074|XP_016928578.1|DSUZ	1803
LOC108009057|XP_016928551.1|DSUZ	1336
LOC108009188|XP_016928828.1|DSUZ	250
LOC108009489|XP_016929370.1|DSUZ	81
LOC108008488|XP_016927837.1|DSUZ	215
LOC108008489|XP_016927838.1|DSUZ	155
LOC108008975|XP_016928407.1|DSUZ	315
LOC108009106|XP_016928663.1|DSUZ	1121
LOC108008303|XP_016927609.1|DSUZ	263
LOC108008302|XP_016927608.1|DSUZ	503
LOC108010029|XP_016930317.1|DSUZ	480
LOC108010164|XP_016930494.1|DSUZ	841
LOC108010460|XP_016930817.1|DSUZ	248
LOC108010442|XP_016930789.1|DSUZ	185
LOC108010438|XP_016930787.1|DSUZ	158
LOC108010432|XP_016930780.1|DSUZ	181
LOC108010418|XP_016930767.1|DSUZ	180
LOC108010428|XP_016930777.1|DSUZ	104
LOC108010437|XP_016930786.1|DSUZ	238
LOC108010471|XP_016930835.1|DSUZ	352
LOC108010485|XP_016930845.1|DSUZ	481
LOC108010488|XP_016930847.1|DSUZ	303
LOC108010526|XP_016930890.1|DSUZ	422
LOC108010583|XP_016930956.1|DSUZ	934
LOC108010602|XP_016930981.1|DSUZ	305
LOC108010599|XP_016930976.1|DSUZ	783
LOC108010597|XP_016930975.1|DSUZ	358
LOC108010623|XP_016931004.1|DSUZ	312
LOC108010640|XP_016931023.1|DSUZ	158
LOC108010658|XP_016931045.1|DSUZ	674
LOC108010663|XP_016931052.1|DSUZ	125
LOC108010660|XP_016931048.1|DSUZ	410
LOC108010661|XP_016931049.1|DSUZ	174
LOC108010677|XP_016931070.1|DSUZ	236
LOC108010659|XP_016931046.1|DSUZ	218
LOC108010722|XP_016931133.1|DSUZ	326
LOC108010735|XP_016931152.1|DSUZ	647
LOC108010731|XP_016931149.1|DSUZ	325
LOC108010748|XP_016931164.1|DSUZ	228
LOC108010866|XP_016931334.1|DSUZ	300
LOC108010862|XP_016931328.1|DSUZ	644
LOC108010864|XP_016931330.1|DSUZ	307
LOC108010778|XP_016931194.1|DSUZ	365
LOC108010825|XP_016931276.1|DSUZ	2094
LOC108010846|XP_016931306.1|DSUZ	262
LOC108010796|XP_016931214.1|DSUZ	199
LOC108010848|XP_016931309.1|DSUZ	642
LOC108010793|XP_016931211.1|DSUZ	134
LOC108010789|XP_016931206.1|DSUZ	302
LOC108010820|XP_016931256.1|DSUZ	258
LOC108010819|XP_016931255.1|DSUZ	487
LOC108010779|XP_016931195.1|DSUZ	384
LOC108010914|XP_016931403.1|DSUZ	375
LOC108010938|XP_016931437.1|DSUZ	914
LOC108010959|XP_016931460.1|DSUZ	313
LOC108010967|XP_016931473.1|DSUZ	943
LOC108011005|XP_016931520.1|DSUZ	250
LOC108011013|XP_016931528.1|DSUZ	465
LOC108011060|XP_016931611.1|DSUZ	409
LOC108011094|XP_016931650.1|DSUZ	383
LOC108011130|XP_016931691.1|DSUZ	229
LOC108011143|XP_016931716.1|DSUZ	890
LOC108011167|XP_016931745.1|DSUZ	765
LOC108011126|XP_016931686.1|DSUZ	331
LOC108011110|XP_016931671.1|DSUZ	680
LOC108011165|XP_016931741.1|DSUZ	495
LOC108011135|XP_016931699.1|DSUZ	538
LOC108011115|XP_016931675.1|DSUZ	476
LOC108011117|XP_016931678.1|DSUZ	345
LOC108011150|XP_016931725.1|DSUZ	236
LOC108011226|XP_016931813.1|DSUZ	485
LOC108011220|XP_016931803.1|DSUZ	2087
LOC108011221|XP_016931804.1|DSUZ	677
LOC108011209|XP_016931789.1|DSUZ	573
LOC108011246|XP_016931844.1|DSUZ	279
LOC108011263|XP_016931858.1|DSUZ	261
LOC108011286|XP_016931882.1|DSUZ	211
LOC108011381|XP_016931987.1|DSUZ	263
LOC108011361|XP_016931960.1|DSUZ	71
LOC108011362|XP_016931961.1|DSUZ	246
LOC108011451|XP_016932084.1|DSUZ	470
LOC108011428|XP_016932046.1|DSUZ	525
